driveruuid,week_date,supply_hours,trip_hours
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,4/4/2022,79.06666,46.21666
98052e38-401e-4b48-a962-73f160b12dab,4/4/2022,67.76666,36.76666
cefa509f-c3db-4a0a-a591-436cda98f832,4/4/2022,52.21666,26.6
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,4/4/2022,33.25,15.63333
d1326348-cea6-4e6b-bf82-b536959797ad,4/4/2022,45.51666,28.53333
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,4/4/2022,62.03333,37.33333
1c91b39f-dd34-4a88-90a2-88c75dd4c286,4/4/2022,74.26666,42
34e8476d-0af3-4470-ac87-9889108f6e8f,4/4/2022,71.35,30.08333
0bd4c66a-edb4-4b46-b789-903fec02357b,4/4/2022,60.08333,20.46666
20d07bbf-55f4-433d-a223-0bfe23dc30f7,4/4/2022,55.28333,30.15
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,4/4/2022,50.83333,27.48333
be275976-4a8e-40bf-8213-2c587daf70f1,4/4/2022,29.01666,13
c4328d0c-7df6-458b-9ee3-c355a0489473,4/4/2022,55.9,33.5
9e24c0a8-9c80-458f-9582-b0c5205df7fb,4/4/2022,67.73333,33.25
64b1af9b-1e55-470d-85db-341ad457c1c9,4/4/2022,45.83333,25.38333
238abf7a-3126-4941-b34c-9f103fda244c,4/4/2022,60.68333,36.83333
2285677b-2537-479b-8a59-c28382950172,4/4/2022,60.41666,30.05
4f6a3fd2-2312-467b-9f34-c53d07e19cf5,4/4/2022,7.26666,3.25
38892d97-929e-419b-8e77-28ead1e48ba9,4/4/2022,33.36666,16.83333
71ed57b7-5990-4be1-9e7c-86c2d579dba0,4/4/2022,53.03333,32.35
c7b56084-bcd6-4b3b-947a-06f91bc64f0f,4/4/2022,30.13333,16.31666
78f663f1-4360-4ef9-9f56-883bbeb5b8c9,4/4/2022,78.3,41.75
c48d9352-5783-4c41-93b3-ab8a63b06c32,4/4/2022,21.23333,10.81666
43b098cf-0916-453b-8a55-d8d547a89f9b,4/4/2022,26.15,12.71666
5d4648bc-0f23-4920-a379-1af360dcad0b,4/4/2022,67.25,30.81666
e9bb15c1-dbeb-45e4-b090-0136d3b34404,4/4/2022,67.36666,39.13333
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,4/4/2022,54.5,33.36666
a15cf4c0-1eeb-4ed6-b3dc-9bcda032811b,4/4/2022,63.83333,35.38333
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,4/4/2022,29.81666,18.5
a93b1b08-31d2-4648-9452-3143923f010c,4/4/2022,59.98333,29.3
f9488aad-3b63-48bb-b65a-6f821ffd7fb6,4/4/2022,65.51666,33.88333
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,4/4/2022,44.46666,15.71666
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,4/4/2022,3.81666,2.58333
b38f0543-5814-4604-bacb-a287211b6390,4/4/2022,40.95,21.08333
aaa6c3f6-f318-48af-a618-227129cef951,4/4/2022,69.65,34.86666
b10b31e4-41c7-483a-a996-9ccf1c28a092,4/4/2022,73.88333,42.2
315b1906-7c4a-4c88-ae96-5078475a0d1a,4/4/2022,39.36666,16.26666
915bce20-4478-4ee5-9f69-c4a4eb6271f5,4/4/2022,79.68333,43.43333
0c358067-f69e-4ace-864a-365d4a2edb35,4/4/2022,34.53333,18.15
64923075-5efb-4956-9b69-3b888ad7678e,4/4/2022,44.95,17.96666
04e74726-02e7-488c-acb1-cb2368fe439c,4/4/2022,72.66666,45.28333
381c3d67-39d6-4866-8249-05299405d188,4/4/2022,72.95,33.56666
10331f84-271a-4d04-87db-c1f06705b140,4/4/2022,71.65,41.3
1628d416-3002-4cec-8f38-1453b708e531,4/4/2022,71.61666,39.75
cecb38c2-dce3-4913-9377-a64e343cf1b8,4/4/2022,56.58333,20.71666
c596538a-c369-4e99-bc47-8619c87ba857,4/4/2022,66.38333,43.45
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,4/4/2022,63.15,34.31666
7043246b-2b90-4673-ba40-920dc13eb064,4/4/2022,68.01666,36.08333
cb0131da-2a95-4446-8202-150838492cf1,4/4/2022,72.91666,34.06666
0abee682-7cb7-4a49-97e0-a112d05f2dac,4/4/2022,68.46666,38.45
323201ca-8674-4758-be32-7369a820c1c4,4/4/2022,67.95,38.76666
334d5f3f-5cc9-4d89-a20a-a71d2f639ac8,4/4/2022,25.4,11.16666
53a49fa2-8f9f-4db5-b366-8f82fb7642df,4/4/2022,77.88333,49.86666
f72ce798-c3cf-4edc-a498-14d50cdcea3f,4/4/2022,67.33333,30.78333
1c74d2d8-c663-45dc-a43c-2c94d8267cb7,4/4/2022,62.1,32.95
cc955133-9e3a-4959-bc22-4eebe4236412,4/4/2022,55.51666,34.66666
4d8aa9ad-1a8a-4890-883e-a366581e4297,4/4/2022,51.38333,14.68333
8bf41bcd-0a7a-4dd6-aabf-fd225cce5c30,4/4/2022,25.26666,12.48333
11702f70-d6f2-4edc-aadd-060527a8b55b,4/4/2022,44.91666,19.83333
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,4/4/2022,26.55,11.33333
2fd50bf2-e158-4ea6-a6d4-12131d322374,4/4/2022,46.01666,26.05
99e0998d-8450-4e08-a69a-91fdbfb2881c,4/4/2022,43.18333,23.43333
ab0c2d68-737b-4b39-a2bd-a57068184096,4/4/2022,65.71666,38.63333
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,4/4/2022,47.9,24.16666
642190f4-6e94-464d-b722-af7053996efe,4/4/2022,68.01666,38.75
fed9343c-8330-415e-ac41-9882cfa6d0e1,4/4/2022,58.53333,30.45
f68b9f60-5b50-49d1-9617-a081765fd6ac,4/4/2022,50.23333,20.41666
5dd17596-5fbf-45e0-83fc-03051c652f3e,4/4/2022,88.36666,55.35
bfd0d598-2c03-497b-b1a2-427085042c54,4/4/2022,56.35,32.53333
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,4/4/2022,56.01666,26.31666
0c09298b-4156-483c-b8ca-f7bff13693d3,4/4/2022,64.93333,36.65
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,4/4/2022,76.85,45.18333
361c6caa-dc5c-44da-aaa2-5c029103a71d,4/4/2022,49.1,16.21666
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,4/4/2022,67.45,38.26666
e351c89a-c080-4e55-a68f-967d30651a76,4/4/2022,30.01666,11.65
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,4/4/2022,50.5,29.88333
0c219f52-1435-4b21-994a-6a3bd25d974e,4/4/2022,25.06666,16.81666
d0233aeb-ef6b-4576-a686-6d268a3e1edf,4/4/2022,12.83333,7.51666
d5b92e0a-b71d-4fe4-9590-c784e402246a,4/4/2022,71.8,33.58333
7ea0bde7-40e4-4e95-b783-1e2baf776393,4/4/2022,17.61666,10.95
38672f8a-80f5-4d99-8bc2-687bf3bbbc6c,4/4/2022,6.2,3.36666
b5d818d9-f75f-48d5-8bb2-092e8ced6624,4/4/2022,71.8,39.23333
8b58fe38-1968-41e3-ae48-581e0bf98a2b,4/4/2022,59.9,24.85
1e2a43b1-10c7-4530-8582-9004904da430,4/4/2022,45.95,24.41666
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,4/4/2022,21.55,8.4
801589ab-55c1-48e4-962d-2e6478d895a3,4/4/2022,41.68333,8.5
03e58d6e-0265-4b6f-9b81-2f272a8b2169,4/4/2022,65.45,31.91666
92679160-f742-4424-a6df-b6424ee49c81,4/4/2022,44.46666,24.6
05b21f09-82bd-4700-b129-2924d9caa0c8,4/4/2022,72.83333,47.35
c311ff34-354f-4d84-9f1d-e1c3001f3de4,4/18/2022,51.5,23.51666
bfd0d598-2c03-497b-b1a2-427085042c54,4/18/2022,54.66666,30.71666
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,4/18/2022,54.95,27.8
5070b315-eba0-4478-bd47-2fc1318bec56,4/18/2022,65.55,37.61666
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,4/18/2022,32.46666,18.13333
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,4/18/2022,55.91666,30.75
d1326348-cea6-4e6b-bf82-b536959797ad,4/18/2022,58.98333,36.46666
1e2a43b1-10c7-4530-8582-9004904da430,4/18/2022,48.71666,25.65
0bd4c66a-edb4-4b46-b789-903fec02357b,4/18/2022,69.26666,37.35
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,4/18/2022,62.28333,41.75
fed9343c-8330-415e-ac41-9882cfa6d0e1,4/18/2022,74.1,41.2
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,4/18/2022,60.03333,31.23333
38672f8a-80f5-4d99-8bc2-687bf3bbbc6c,4/18/2022,23.51666,9.96666
5d4648bc-0f23-4920-a379-1af360dcad0b,4/18/2022,32.51666,15.4
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,4/18/2022,0.65,0.16666
801589ab-55c1-48e4-962d-2e6478d895a3,4/18/2022,52.16666,9.25
2285677b-2537-479b-8a59-c28382950172,4/18/2022,34.41666,20.71666
03e58d6e-0265-4b6f-9b81-2f272a8b2169,4/18/2022,73.63333,39.16666
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,4/18/2022,60.98333,34.46666
c34b2754-b2cb-425b-a60d-de89fa45cce3,4/18/2022,6.51666,3.85
c7b56084-bcd6-4b3b-947a-06f91bc64f0f,4/18/2022,34.6,20.43333
9e24c0a8-9c80-458f-9582-b0c5205df7fb,4/18/2022,65.31666,31.33333
c48d9352-5783-4c41-93b3-ab8a63b06c32,4/18/2022,48.16666,24.43333
92679160-f742-4424-a6df-b6424ee49c81,4/18/2022,86.21666,51.95
71ed57b7-5990-4be1-9e7c-86c2d579dba0,4/18/2022,47.08333,26.28333
05b21f09-82bd-4700-b129-2924d9caa0c8,4/18/2022,56.21666,35.73333
cf780027-663b-4d09-b52a-96014af1d864,4/18/2022,79.68333,47.4
39926f66-aa59-42b6-b0d4-3b3f74e9e6c1,4/18/2022,43.81666,25.46666
f810980d-f9e5-433d-8d7b-6fd0b28ef69f,4/18/2022,39.35,21.3
144fde1a-cd59-4d50-bb05-b7a7a1619ba6,4/18/2022,57,19.46666
43b098cf-0916-453b-8a55-d8d547a89f9b,4/18/2022,16.51666,8.16666
78f663f1-4360-4ef9-9f56-883bbeb5b8c9,4/18/2022,65.18333,37.35
a15cf4c0-1eeb-4ed6-b3dc-9bcda032811b,4/18/2022,44.23333,28.55
f84bdc76-7326-42b3-a4b3-6039e18f7201,4/18/2022,19.88333,10.56666
915bce20-4478-4ee5-9f69-c4a4eb6271f5,4/18/2022,14.8,7.36666
93ddd865-e75c-4a11-8d67-028b69b43ce2,4/18/2022,30.95,14.31666
64923075-5efb-4956-9b69-3b888ad7678e,4/18/2022,36.56666,19.63333
315b1906-7c4a-4c88-ae96-5078475a0d1a,4/18/2022,49.43333,29.08333
381c3d67-39d6-4866-8249-05299405d188,4/18/2022,34.18333,17.51666
e9bb15c1-dbeb-45e4-b090-0136d3b34404,4/18/2022,59.03333,29.31666
2381265f-c6b6-4eed-b612-05be3016ce84,4/18/2022,51,26.11666
515790fe-a75c-4cb5-a771-f0f849ddc81d,4/18/2022,58.8,26.93333
c596538a-c369-4e99-bc47-8619c87ba857,4/18/2022,75.53333,46.71666
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,4/18/2022,39.16666,19.4
7043246b-2b90-4673-ba40-920dc13eb064,4/18/2022,57.11666,34.6
45b9f293-e216-4c4f-882c-97d9c14aede3,4/18/2022,51.66666,30.28333
334d5f3f-5cc9-4d89-a20a-a71d2f639ac8,4/18/2022,20.28333,11.83333
1628d416-3002-4cec-8f38-1453b708e531,4/18/2022,63.13333,41.23333
f72ce798-c3cf-4edc-a498-14d50cdcea3f,4/18/2022,74.58333,32.86666
39a93eed-1532-4233-bfcd-a5bb02e1f92c,4/18/2022,17.75,13.26666
f461930b-f3b0-42a2-989d-21551dd730ad,4/18/2022,34.88333,18.91666
6792481e-d8ab-437f-bbf0-c3b65909cd6d,4/18/2022,13.6,3.4
7b0b6906-c20d-406c-8965-74bc802ace96,4/18/2022,49.05,17.51666
cc955133-9e3a-4959-bc22-4eebe4236412,4/18/2022,81.18333,53.11666
f68b9f60-5b50-49d1-9617-a081765fd6ac,4/18/2022,49.41666,27.4
2fd50bf2-e158-4ea6-a6d4-12131d322374,4/18/2022,38.6,17.45
fcd39e00-30e7-4893-9a26-907e29d33f22,4/18/2022,69.25,43.61666
ab0c2d68-737b-4b39-a2bd-a57068184096,4/18/2022,71.51666,44.2
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,4/18/2022,55.75,29.56666
8bf41bcd-0a7a-4dd6-aabf-fd225cce5c30,4/18/2022,63.71666,27.51666
0c09298b-4156-483c-b8ca-f7bff13693d3,4/18/2022,35.91666,22.8
642190f4-6e94-464d-b722-af7053996efe,4/18/2022,83.38333,49.56666
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,4/18/2022,62.63333,38.81666
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,4/18/2022,24.56666,11.41666
361c6caa-dc5c-44da-aaa2-5c029103a71d,4/18/2022,44.65,22.88333
99e0998d-8450-4e08-a69a-91fdbfb2881c,4/18/2022,8.43333,4.85
5dd17596-5fbf-45e0-83fc-03051c652f3e,4/18/2022,75.78333,40.3
622b18b7-3b97-43fa-adbd-1fc73ed9573e,4/18/2022,39.5,21.4
a20cd138-ffad-455d-a834-a6344531b3dc,4/18/2022,53.01666,31.55
72726042-8296-4d3e-8e92-b3af8796cadf,4/18/2022,78.16666,32.5
d5b92e0a-b71d-4fe4-9590-c784e402246a,4/18/2022,63.55,34.7
cefa509f-c3db-4a0a-a591-436cda98f832,4/18/2022,50.93333,30.93333
f6db9b29-42e8-4e72-b89f-44e9c9484896,4/18/2022,17.15,9.71666
1c91b39f-dd34-4a88-90a2-88c75dd4c286,4/18/2022,64.16666,39.41666
8b58fe38-1968-41e3-ae48-581e0bf98a2b,4/18/2022,62.33333,25.11666
208e8401-5bae-45ec-aa3d-4f27c9d708af,4/18/2022,36.76666,22.88333
e4849005-bd6f-4c44-bfb5-09c0a70c672c,4/18/2022,59.08333,36.7
0c219f52-1435-4b21-994a-6a3bd25d974e,4/18/2022,47.8,29.26666
6c2ca9f5-21f9-483d-b884-62f9712c3d30,4/18/2022,63.01666,30.06666
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,4/18/2022,43.61666,20.81666
230c214d-5f88-44dc-92b6-f9622ef1bce4,4/18/2022,46.88333,20.71666
33e193cf-2ae5-4763-a586-7d90d15746ca,4/18/2022,69.76666,42.46666
27b43006-eaa1-4cab-9d4d-7d964ff20c01,4/18/2022,44.46666,18.36666
98052e38-401e-4b48-a962-73f160b12dab,4/18/2022,70.63333,41.28333
238abf7a-3126-4941-b34c-9f103fda244c,4/18/2022,51.78333,27.48333
64b1af9b-1e55-470d-85db-341ad457c1c9,4/18/2022,43.01666,21.45
b5d818d9-f75f-48d5-8bb2-092e8ced6624,4/18/2022,52.68333,30.91666
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,4/18/2022,73.03333,37.38333
e52d0821-afb7-49d8-b5ad-ab6750877095,4/18/2022,59.91666,33.83333
38892d97-929e-419b-8e77-28ead1e48ba9,4/18/2022,16.33333,10.33333
615de540-b8f8-45fb-b747-d7c917290621,4/18/2022,60.96666,38.5
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,4/18/2022,48.35,25.13333
aaa6c3f6-f318-48af-a618-227129cef951,4/18/2022,64.36666,38.73333
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,4/18/2022,72.05,41.71666
04e74726-02e7-488c-acb1-cb2368fe439c,4/18/2022,70.96666,44.23333
f9488aad-3b63-48bb-b65a-6f821ffd7fb6,4/18/2022,64.73333,35.68333
cecb38c2-dce3-4913-9377-a64e343cf1b8,4/18/2022,54.65,18.68333
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,4/18/2022,70.36666,41.61666
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,4/18/2022,56.48333,30.16666
34e8476d-0af3-4470-ac87-9889108f6e8f,4/18/2022,65.11666,38.63333
cb0131da-2a95-4446-8202-150838492cf1,4/18/2022,61.71666,35.96666
20d07bbf-55f4-433d-a223-0bfe23dc30f7,4/18/2022,52.8,27.78333
1922032d-26ad-469d-8747-75dc05d5c491,4/18/2022,70.93333,41.68333
be275976-4a8e-40bf-8213-2c587daf70f1,4/18/2022,33.48333,17.58333
a93b1b08-31d2-4648-9452-3143923f010c,4/18/2022,63.85,30.85
f9046c0a-d30b-4819-b042-8def806c7f47,4/18/2022,68.6,35.66666
56ff34ee-78f7-4eaf-ab94-e0730bbb2507,4/18/2022,50.75,22.08333
067be17a-38d3-4a03-89f6-8755902ded15,4/18/2022,55.56666,29.71666
323201ca-8674-4758-be32-7369a820c1c4,4/18/2022,63.35,38.91666
18306656-762e-484f-8fb9-f363082beee5,4/18/2022,56.18333,30.63333
e5f6d686-c02b-4b04-b2f4-0a8de64f8bc7,4/18/2022,73.13333,41.81666
18c8be73-4d81-4e14-8494-1250fd058c63,4/18/2022,21.06666,2.5
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,4/18/2022,64.13333,38.7
0bdd3185-d66b-49bd-a2e4-09d329fa4f99,4/18/2022,60.61666,33.41666
53a49fa2-8f9f-4db5-b366-8f82fb7642df,4/18/2022,75.73333,45.33333
0c358067-f69e-4ace-864a-365d4a2edb35,4/18/2022,27.55,14.01666
72a84bb0-1e0c-41a7-bd05-36fb504d240a,4/18/2022,53.15,29.11666
10331f84-271a-4d04-87db-c1f06705b140,4/18/2022,81.48333,45.41666
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,4/18/2022,38.7,19.53333
62588413-4dad-4b90-93e4-819f63bdae67,4/18/2022,56.23333,36.15
89642f6a-b855-41ff-8368-ca13e8627765,4/18/2022,71.46666,42.66666
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,4/18/2022,45.96666,25.55
0abee682-7cb7-4a49-97e0-a112d05f2dac,4/18/2022,75.06666,41.28333
9210887c-3841-4e0b-b25e-448effb3a998,4/18/2022,80.66666,48.35
772ce98f-5527-483c-b842-38ee98d7ab6b,4/18/2022,49.81666,27.7
4d8aa9ad-1a8a-4890-883e-a366581e4297,4/18/2022,29.21666,16.41666
14761a49-b3fe-4037-946d-c6fb92592453,4/18/2022,62.66666,34.73333
f8acbfc6-dbf5-42ec-9ae2-64c90874d815,4/18/2022,55.38333,16.8
11702f70-d6f2-4edc-aadd-060527a8b55b,4/18/2022,15.83333,7.11666
622b18b7-3b97-43fa-adbd-1fc73ed9573e,4/25/2022,27.3,12.93333
99e0998d-8450-4e08-a69a-91fdbfb2881c,4/25/2022,36.56666,31.23333
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,4/25/2022,70.56666,33.21666
405d3aa0-9a4f-4078-9897-1aeb99a83d76,4/25/2022,25.53333,13.95
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,4/25/2022,38.81666,20
c311ff34-354f-4d84-9f1d-e1c3001f3de4,4/25/2022,46.1,22.48333
5070b315-eba0-4478-bd47-2fc1318bec56,4/25/2022,84.46666,45.48333
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,4/25/2022,65.6,36.7
cefa509f-c3db-4a0a-a591-436cda98f832,4/25/2022,61.16666,41.25
60e24218-a9cd-4344-a79e-ddbc78345e34,4/25/2022,82.83333,47.65
d1326348-cea6-4e6b-bf82-b536959797ad,4/25/2022,82.1,48.96666
a20cd138-ffad-455d-a834-a6344531b3dc,4/25/2022,60.35,35.48333
1c91b39f-dd34-4a88-90a2-88c75dd4c286,4/25/2022,63.01666,37.11666
64b1af9b-1e55-470d-85db-341ad457c1c9,4/25/2022,49.91666,27.51666
fed9343c-8330-415e-ac41-9882cfa6d0e1,4/25/2022,70.65,42.75
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,4/25/2022,65.31666,37.66666
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,4/25/2022,49,29.11666
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,4/25/2022,76.45,42.43333
33e193cf-2ae5-4763-a586-7d90d15746ca,4/25/2022,83.38333,47.53333
f9488aad-3b63-48bb-b65a-6f821ffd7fb6,4/25/2022,46.2,21.93333
c4328d0c-7df6-458b-9ee3-c355a0489473,4/25/2022,77.11666,45.85
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,4/25/2022,21.9,7.98333
98052e38-401e-4b48-a962-73f160b12dab,4/25/2022,66.13333,42.88333
34e8476d-0af3-4470-ac87-9889108f6e8f,4/25/2022,70.7,40
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,4/25/2022,73.26666,35.9
067be17a-38d3-4a03-89f6-8755902ded15,4/25/2022,60.58333,26.16666
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,4/25/2022,80.46666,48.2
39926f66-aa59-42b6-b0d4-3b3f74e9e6c1,4/25/2022,59.91666,37.18333
2285677b-2537-479b-8a59-c28382950172,4/25/2022,47.05,23.76666
615de540-b8f8-45fb-b747-d7c917290621,4/25/2022,59.58333,35.23333
c7b56084-bcd6-4b3b-947a-06f91bc64f0f,4/25/2022,38.53333,22.08333
f810980d-f9e5-433d-8d7b-6fd0b28ef69f,4/25/2022,57.43333,30.78333
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,4/25/2022,74.6,44.11666
a15cf4c0-1eeb-4ed6-b3dc-9bcda032811b,4/25/2022,41.68333,22.9
b5d818d9-f75f-48d5-8bb2-092e8ced6624,4/25/2022,76.33333,46.88333
515790fe-a75c-4cb5-a771-f0f849ddc81d,4/25/2022,29.55,14.51666
71ed57b7-5990-4be1-9e7c-86c2d579dba0,4/25/2022,52.26666,31.16666
62588413-4dad-4b90-93e4-819f63bdae67,4/25/2022,80.81666,51.51666
144fde1a-cd59-4d50-bb05-b7a7a1619ba6,4/25/2022,45.9,16.21666
2381265f-c6b6-4eed-b612-05be3016ce84,4/25/2022,62.56666,32.26666
0c358067-f69e-4ace-864a-365d4a2edb35,4/25/2022,34.95,19.71666
89642f6a-b855-41ff-8368-ca13e8627765,4/25/2022,66.05,38.68333
cf780027-663b-4d09-b52a-96014af1d864,4/25/2022,64.91666,39.51666
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,4/25/2022,45.38333,26.95
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,4/25/2022,56.4,31.01666
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,4/25/2022,55.85,29.83333
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,4/25/2022,61.73333,28.9
9210887c-3841-4e0b-b25e-448effb3a998,4/25/2022,79.16666,44.18333
b38f0543-5814-4604-bacb-a287211b6390,4/25/2022,45.28333,19.05
14761a49-b3fe-4037-946d-c6fb92592453,4/25/2022,52.58333,26.1
915bce20-4478-4ee5-9f69-c4a4eb6271f5,4/25/2022,40.8,21.58333
e568f1b6-230d-4f02-9a48-b3b1f6abe06c,4/25/2022,75.98333,36.3
64923075-5efb-4956-9b69-3b888ad7678e,4/25/2022,22.05,11.66666
9dc18c52-52d1-492e-a951-961da5bd2c55,4/25/2022,70.03333,38.23333
c596538a-c369-4e99-bc47-8619c87ba857,4/25/2022,76.23333,47.5
42d1861f-7e1c-4d83-b912-84a7351870c4,4/25/2022,31.08333,13.95
7043246b-2b90-4673-ba40-920dc13eb064,4/25/2022,68.38333,40.1
fcd39e00-30e7-4893-9a26-907e29d33f22,4/25/2022,46.9,29.78333
0abee682-7cb7-4a49-97e0-a112d05f2dac,4/25/2022,71.2,38.26666
0c09298b-4156-483c-b8ca-f7bff13693d3,4/25/2022,66.41666,34.4
1c74d2d8-c663-45dc-a43c-2c94d8267cb7,4/25/2022,8.68333,5.16666
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,4/25/2022,77.31666,37.96666
f461930b-f3b0-42a2-989d-21551dd730ad,4/25/2022,42.9,26.51666
0bd4c66a-edb4-4b46-b789-903fec02357b,4/25/2022,63.75,33.2
cc955133-9e3a-4959-bc22-4eebe4236412,4/25/2022,53.08333,34.81666
361c6caa-dc5c-44da-aaa2-5c029103a71d,4/25/2022,32.61666,14
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,4/25/2022,24.9,14.23333
0c219f52-1435-4b21-994a-6a3bd25d974e,4/25/2022,44.31666,25.81666
f68b9f60-5b50-49d1-9617-a081765fd6ac,4/25/2022,36.98333,17.15
8b58fe38-1968-41e3-ae48-581e0bf98a2b,4/25/2022,52.88333,18.38333
bfd0d598-2c03-497b-b1a2-427085042c54,4/25/2022,64.81666,38.53333
38892d97-929e-419b-8e77-28ead1e48ba9,4/25/2022,52.73333,30.9
72726042-8296-4d3e-8e92-b3af8796cadf,4/25/2022,50.56666,27.23333
6c2ca9f5-21f9-483d-b884-62f9712c3d30,4/25/2022,44.16666,18.25
5dd17596-5fbf-45e0-83fc-03051c652f3e,4/25/2022,78.95,49.33333
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,4/25/2022,80.16666,47.58333
208e8401-5bae-45ec-aa3d-4f27c9d708af,4/25/2022,50.21666,28.7
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,4/25/2022,67.71666,40.26666
d5b92e0a-b71d-4fe4-9590-c784e402246a,4/25/2022,73.66666,39.68333
20d07bbf-55f4-433d-a223-0bfe23dc30f7,4/25/2022,45.56666,20.48333
38672f8a-80f5-4d99-8bc2-687bf3bbbc6c,4/25/2022,24.61666,10.55
be275976-4a8e-40bf-8213-2c587daf70f1,4/25/2022,52.78333,28.78333
e4849005-bd6f-4c44-bfb5-09c0a70c672c,4/25/2022,72.86666,45.51666
9e24c0a8-9c80-458f-9582-b0c5205df7fb,4/25/2022,75.61666,35.9
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,4/25/2022,83.71666,48.96666
238abf7a-3126-4941-b34c-9f103fda244c,4/25/2022,62.55,37.06666
1e2a43b1-10c7-4530-8582-9004904da430,4/25/2022,49.13333,25.91666
f9046c0a-d30b-4819-b042-8def806c7f47,4/25/2022,78.83333,46.71666
c48d9352-5783-4c41-93b3-ab8a63b06c32,4/25/2022,40.18333,21.98333
18306656-762e-484f-8fb9-f363082beee5,4/25/2022,32.75,16.18333
03e58d6e-0265-4b6f-9b81-2f272a8b2169,4/25/2022,73.81666,37.08333
e52d0821-afb7-49d8-b5ad-ab6750877095,4/25/2022,69.33333,41.61666
230c214d-5f88-44dc-92b6-f9622ef1bce4,4/25/2022,40,16.91666
0bdd3185-d66b-49bd-a2e4-09d329fa4f99,4/25/2022,40.31666,20.38333
c34b2754-b2cb-425b-a60d-de89fa45cce3,4/25/2022,26.18333,14.63333
aaa6c3f6-f318-48af-a618-227129cef951,4/25/2022,62.23333,33.18333
27b43006-eaa1-4cab-9d4d-7d964ff20c01,4/25/2022,47.76666,19.3
04e74726-02e7-488c-acb1-cb2368fe439c,4/25/2022,65.06666,38.66666
92679160-f742-4424-a6df-b6424ee49c81,4/25/2022,67.9,36.93333
7157814b-840d-4503-85aa-b5d9741222c0,4/25/2022,24.65,14.75
05b21f09-82bd-4700-b129-2924d9caa0c8,4/25/2022,64.93333,42.25
cb0131da-2a95-4446-8202-150838492cf1,4/25/2022,40.73333,21.78333
78f663f1-4360-4ef9-9f56-883bbeb5b8c9,4/25/2022,10.23333,4.2
45b9f293-e216-4c4f-882c-97d9c14aede3,4/25/2022,59.71666,32.88333
f84bdc76-7326-42b3-a4b3-6039e18f7201,4/25/2022,27.3,13.45
e5f6d686-c02b-4b04-b2f4-0a8de64f8bc7,4/25/2022,58.91666,34.4
