driveruuid,week_date,Acceptance rate,Cancellation rate
bfd0d598-2c03-497b-b1a2-427085042c54,5/2/2022,0.57,0.02
5070b315-eba0-4478-bd47-2fc1318bec56,5/2/2022,0.84,0.02
cefa509f-c3db-4a0a-a591-436cda98f832,5/2/2022,0.96,0.02
0c09298b-4156-483c-b8ca-f7bff13693d3,5/2/2022,0.62,0.03
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,5/2/2022,0.38,0.02
0bd4c66a-edb4-4b46-b789-903fec02357b,5/2/2022,0.37,0.01
e351c89a-c080-4e55-a68f-967d30651a76,5/2/2022,1,1
a20cd138-ffad-455d-a834-a6344531b3dc,5/2/2022,0.63,0.04
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,5/2/2022,0.33,0.03
38892d97-929e-419b-8e77-28ead1e48ba9,5/2/2022,0.67,0.05
20d07bbf-55f4-433d-a223-0bfe23dc30f7,5/2/2022,0.79,0.06
9e24c0a8-9c80-458f-9582-b0c5205df7fb,5/2/2022,0.75,0.08
92679160-f742-4424-a6df-b6424ee49c81,5/2/2022,0.47,0.03
71ed57b7-5990-4be1-9e7c-86c2d579dba0,5/2/2022,0.72,0.05
0bdd3185-d66b-49bd-a2e4-09d329fa4f99,5/2/2022,0.44,0.04
04e74726-02e7-488c-acb1-cb2368fe439c,5/2/2022,0.59,0.06
e9bb15c1-dbeb-45e4-b090-0136d3b34404,5/2/2022,0.66,0.04
cb0131da-2a95-4446-8202-150838492cf1,5/2/2022,0.46,0.04
62588413-4dad-4b90-93e4-819f63bdae67,5/2/2022,0.67,0.07
a47f18fb-8ecc-4ea9-9bed-74dc50e50959,5/2/2022,0.52,0.07
1272b7dc-ff72-4ae0-a503-bcf9ebb72d92,5/2/2022,0.7,0.15
39a93eed-1532-4233-bfcd-a5bb02e1f92c,5/2/2022,0.76,0.04
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,5/2/2022,0.43,0.06
f72ce798-c3cf-4edc-a498-14d50cdcea3f,5/2/2022,0.83,0.02
8bf41bcd-0a7a-4dd6-aabf-fd225cce5c30,5/2/2022,0.19,0.04
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,5/2/2022,0.32,0.06
c311ff34-354f-4d84-9f1d-e1c3001f3de4,5/2/2022,0.51,0.03
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,5/2/2022,0.27,0.02
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,5/2/2022,0.6,0.07
d1326348-cea6-4e6b-bf82-b536959797ad,5/2/2022,0.54,0.02
1c91b39f-dd34-4a88-90a2-88c75dd4c286,5/2/2022,0.47,0.03
5dd17596-5fbf-45e0-83fc-03051c652f3e,5/2/2022,0.64,0.02
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,5/2/2022,0.78,0.13
f6db9b29-42e8-4e72-b89f-44e9c9484896,5/2/2022,0.27,0.02
6c2ca9f5-21f9-483d-b884-62f9712c3d30,5/2/2022,0.66,0.07
03e58d6e-0265-4b6f-9b81-2f272a8b2169,5/2/2022,0.71,0.04
f9488aad-3b63-48bb-b65a-6f821ffd7fb6,5/2/2022,0.48,0.03
c34b2754-b2cb-425b-a60d-de89fa45cce3,5/2/2022,0.29,0
be275976-4a8e-40bf-8213-2c587daf70f1,5/2/2022,0.73,0.08
b5d818d9-f75f-48d5-8bb2-092e8ced6624,5/2/2022,0.94,0.04
05b21f09-82bd-4700-b129-2924d9caa0c8,5/2/2022,0.73,0.06
fcd39e00-30e7-4893-9a26-907e29d33f22,5/9/2022,1,0.05
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,5/9/2022,0.56,0.03
60e24218-a9cd-4344-a79e-ddbc78345e34,5/9/2022,0.82,0.05
d5b92e0a-b71d-4fe4-9590-c784e402246a,5/9/2022,0.55,0.04
f6db9b29-42e8-4e72-b89f-44e9c9484896,5/9/2022,0.33,0.02
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,5/9/2022,0.71,0.09
03e58d6e-0265-4b6f-9b81-2f272a8b2169,5/9/2022,0.68,0.04
230c214d-5f88-44dc-92b6-f9622ef1bce4,5/9/2022,0.94,0.03
27b43006-eaa1-4cab-9d4d-7d964ff20c01,5/9/2022,0.57,0.06
34e8476d-0af3-4470-ac87-9889108f6e8f,5/9/2022,0.84,0.04
238abf7a-3126-4941-b34c-9f103fda244c,5/9/2022,0.41,0.04
71ed57b7-5990-4be1-9e7c-86c2d579dba0,5/9/2022,0.74,0.02
144fde1a-cd59-4d50-bb05-b7a7a1619ba6,5/9/2022,0.34,0.11
78f663f1-4360-4ef9-9f56-883bbeb5b8c9,5/9/2022,0.38,0.02
cecb38c2-dce3-4913-9377-a64e343cf1b8,5/9/2022,0.39,0.03
f810980d-f9e5-433d-8d7b-6fd0b28ef69f,5/9/2022,0.25,0.01
43b098cf-0916-453b-8a55-d8d547a89f9b,5/9/2022,0.66,0.06
1922032d-26ad-469d-8747-75dc05d5c491,5/9/2022,0.21,0.01
7604dc69-5970-43cb-8dea-b83b8f2e0c6a,5/9/2022,0.75,0.03
a15cf4c0-1eeb-4ed6-b3dc-9bcda032811b,5/9/2022,0.92,0.05
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,5/9/2022,0.42,0.01
c596538a-c369-4e99-bc47-8619c87ba857,5/9/2022,0.53,0.07
12a5bc2f-f6e0-4f6e-970d-39a9886521db,5/9/2022,0.83,0.02
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,5/9/2022,0.57,0.03
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,5/9/2022,0.35,0.04
f6664721-82f6-4be7-a36c-45414ac7590e,5/9/2022,0.92,0.02
cc955133-9e3a-4959-bc22-4eebe4236412,5/9/2022,0.97,0.12
2fd50bf2-e158-4ea6-a6d4-12131d322374,5/9/2022,0.54,0.05
405d3aa0-9a4f-4078-9897-1aeb99a83d76,5/9/2022,0.82,0.05
bfd0d598-2c03-497b-b1a2-427085042c54,5/9/2022,0.8,0.02
c311ff34-354f-4d84-9f1d-e1c3001f3de4,5/9/2022,0.46,0.02
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,5/9/2022,0.28,0.04
5070b315-eba0-4478-bd47-2fc1318bec56,5/9/2022,0.87,0.02
d1326348-cea6-4e6b-bf82-b536959797ad,5/9/2022,0.69,0.06
0c09298b-4156-483c-b8ca-f7bff13693d3,5/9/2022,0.62,0.04
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,5/9/2022,0.82,0.11
98052e38-401e-4b48-a962-73f160b12dab,5/9/2022,0.67,0.06
6c2ca9f5-21f9-483d-b884-62f9712c3d30,5/9/2022,0.7,0.04
9e24c0a8-9c80-458f-9582-b0c5205df7fb,5/9/2022,0.8,0.07
92679160-f742-4424-a6df-b6424ee49c81,5/9/2022,0.5,0.02
b5d818d9-f75f-48d5-8bb2-092e8ced6624,5/9/2022,0.96,0.01
615de540-b8f8-45fb-b747-d7c917290621,5/9/2022,0.83,0.05
04e74726-02e7-488c-acb1-cb2368fe439c,5/9/2022,0.7,0.11
e9bb15c1-dbeb-45e4-b090-0136d3b34404,5/9/2022,0.75,0.07
cb0131da-2a95-4446-8202-150838492cf1,5/9/2022,0.48,0.04
1354a97c-9818-44cf-a673-1b6695f5df45,5/9/2022,0.67,0.07
a47f18fb-8ecc-4ea9-9bed-74dc50e50959,5/9/2022,0.46,0.05
64923075-5efb-4956-9b69-3b888ad7678e,5/9/2022,0.56,0.04
bf695380-7010-4295-b591-f035d04d3b0a,5/9/2022,1,0
1272b7dc-ff72-4ae0-a503-bcf9ebb72d92,5/9/2022,0.66,0.12
f72ce798-c3cf-4edc-a498-14d50cdcea3f,5/9/2022,0.85,0.03
72a84bb0-1e0c-41a7-bd05-36fb504d240a,5/9/2022,0.41,0.01
8bf41bcd-0a7a-4dd6-aabf-fd225cce5c30,5/9/2022,0.25,0.05
642190f4-6e94-464d-b722-af7053996efe,5/9/2022,0.88,0.08
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,5/9/2022,0.43,0.07
d2b3740f-58bb-47f7-b535-0238cab0e103,5/9/2022,0.82,0.05
99e0998d-8450-4e08-a69a-91fdbfb2881c,5/9/2022,0.38,0.01
622b18b7-3b97-43fa-adbd-1fc73ed9573e,5/9/2022,0.57,0.06
aaa6c3f6-f318-48af-a618-227129cef951,5/9/2022,1.32,0.12
1c91b39f-dd34-4a88-90a2-88c75dd4c286,5/9/2022,0.64,0.02
361c6caa-dc5c-44da-aaa2-5c029103a71d,5/9/2022,0.76,0.05
0c219f52-1435-4b21-994a-6a3bd25d974e,5/9/2022,0.6,0.02
33e193cf-2ae5-4763-a586-7d90d15746ca,5/9/2022,0.47,0.03
38672f8a-80f5-4d99-8bc2-687bf3bbbc6c,5/9/2022,0.55,0.05
8b58fe38-1968-41e3-ae48-581e0bf98a2b,5/9/2022,0.2,0
e4849005-bd6f-4c44-bfb5-09c0a70c672c,5/9/2022,0.89,0.08
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,5/9/2022,0.58,0.02
1e2a43b1-10c7-4530-8582-9004904da430,5/9/2022,0.53,0.05
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,5/9/2022,0.54,0.03
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,5/9/2022,0.6,0.04
c48d9352-5783-4c41-93b3-ab8a63b06c32,5/9/2022,0.34,0.03
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,5/9/2022,0.6,0.04
7aaa534b-c9e7-4179-88f8-7ff117e532e8,5/9/2022,0.86,0.04
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,5/9/2022,0.52,0.05
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,5/9/2022,0.52,0.08
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,5/9/2022,0.71,0.06
be275976-4a8e-40bf-8213-2c587daf70f1,5/9/2022,0.57,0.08
05b21f09-82bd-4700-b129-2924d9caa0c8,5/9/2022,0.72,0.05
067be17a-38d3-4a03-89f6-8755902ded15,5/9/2022,0.35,0.03
5e4b7f3c-d9f8-4eba-9738-26b25a70ccc1,5/9/2022,0.71,0.03
0bdd3185-d66b-49bd-a2e4-09d329fa4f99,5/9/2022,0.48,0.03
93ddd865-e75c-4a11-8d67-028b69b43ce2,5/9/2022,0.47,0.04
cf780027-663b-4d09-b52a-96014af1d864,5/9/2022,0.27,0
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,5/9/2022,0.4,0.02
7157814b-840d-4503-85aa-b5d9741222c0,5/9/2022,0.82,0.07
62588413-4dad-4b90-93e4-819f63bdae67,5/9/2022,0.75,0.05
323201ca-8674-4758-be32-7369a820c1c4,5/9/2022,0.7,0.05
2381265f-c6b6-4eed-b612-05be3016ce84,5/9/2022,0.42,0.1
e5f6d686-c02b-4b04-b2f4-0a8de64f8bc7,5/9/2022,0.74,0.02
4d8aa9ad-1a8a-4890-883e-a366581e4297,5/9/2022,0.76,0.1
f461930b-f3b0-42a2-989d-21551dd730ad,5/9/2022,0.58,0
f8acbfc6-dbf5-42ec-9ae2-64c90874d815,5/9/2022,0.45,0.04
e568f1b6-230d-4f02-9a48-b3b1f6abe06c,5/9/2022,0.63,0.08
ab0c2d68-737b-4b39-a2bd-a57068184096,5/9/2022,0.64,0.04
9073aad1-5513-4b24-adeb-adeba7f2c3fc,5/9/2022,0.59,0.06
9dc18c52-52d1-492e-a951-961da5bd2c55,5/9/2022,0.96,0.01
f68b9f60-5b50-49d1-9617-a081765fd6ac,5/9/2022,0.66,0.05
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,5/9/2022,0.63,0.03
cefa509f-c3db-4a0a-a591-436cda98f832,5/9/2022,0.95,0
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,5/9/2022,0.53,0.02
0bd4c66a-edb4-4b46-b789-903fec02357b,5/9/2022,0.56,0.02
fed9343c-8330-415e-ac41-9882cfa6d0e1,5/9/2022,0.58,0.05
5dd17596-5fbf-45e0-83fc-03051c652f3e,5/9/2022,0.66,0.02
a20cd138-ffad-455d-a834-a6344531b3dc,5/9/2022,0.68,0.05
208e8401-5bae-45ec-aa3d-4f27c9d708af,5/9/2022,0.75,0.06
c4328d0c-7df6-458b-9ee3-c355a0489473,5/9/2022,0.75,0.04
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,5/9/2022,0.57,0.01
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,5/9/2022,0.48,0.03
c7b56084-bcd6-4b3b-947a-06f91bc64f0f,5/9/2022,0.36,0.03
20d07bbf-55f4-433d-a223-0bfe23dc30f7,5/9/2022,0.79,0.07
39926f66-aa59-42b6-b0d4-3b3f74e9e6c1,5/9/2022,0.6,0.03
e52d0821-afb7-49d8-b5ad-ab6750877095,5/9/2022,0.66,0.02
f84bdc76-7326-42b3-a4b3-6039e18f7201,5/9/2022,0.9,0.08
315b1906-7c4a-4c88-ae96-5078475a0d1a,5/9/2022,0.28,0.03
0c358067-f69e-4ace-864a-365d4a2edb35,5/9/2022,0.47,0.06
10331f84-271a-4d04-87db-c1f06705b140,5/9/2022,0.57,0.06
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,5/9/2022,0.43,0.05
515790fe-a75c-4cb5-a771-f0f849ddc81d,5/9/2022,0.95,0
45b9f293-e216-4c4f-882c-97d9c14aede3,5/9/2022,0.34,0.01
89642f6a-b855-41ff-8368-ca13e8627765,5/9/2022,0.5,0.04
1628d416-3002-4cec-8f38-1453b708e531,5/9/2022,0.62,0.03
7043246b-2b90-4673-ba40-920dc13eb064,5/9/2022,0.53,0.01
0abee682-7cb7-4a49-97e0-a112d05f2dac,5/9/2022,0.7,0.06
53a49fa2-8f9f-4db5-b366-8f82fb7642df,5/9/2022,0.77,0.05
9210887c-3841-4e0b-b25e-448effb3a998,5/9/2022,0.88,0.07
14761a49-b3fe-4037-946d-c6fb92592453,5/9/2022,0.91,0.04
7b0b6906-c20d-406c-8965-74bc802ace96,5/9/2022,0.28,0.06
622b18b7-3b97-43fa-adbd-1fc73ed9573e,5/16/2022,0.66,0.09
aaa6c3f6-f318-48af-a618-227129cef951,5/16/2022,0.62,0.05
fcd39e00-30e7-4893-9a26-907e29d33f22,5/16/2022,0.98,0.02
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,5/16/2022,0.72,0.12
60e24218-a9cd-4344-a79e-ddbc78345e34,5/16/2022,0.87,0.06
1c91b39f-dd34-4a88-90a2-88c75dd4c286,5/16/2022,0.59,0.04
361c6caa-dc5c-44da-aaa2-5c029103a71d,5/16/2022,0.6,0.04
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,5/16/2022,0.78,0.04
c48d9352-5783-4c41-93b3-ab8a63b06c32,5/16/2022,0.36,0.02
7aaa534b-c9e7-4179-88f8-7ff117e532e8,5/16/2022,0.9,0.09
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,5/16/2022,0.51,0.08
27b43006-eaa1-4cab-9d4d-7d964ff20c01,5/16/2022,0.63,0.02
238abf7a-3126-4941-b34c-9f103fda244c,5/16/2022,0.38,0.06
71ed57b7-5990-4be1-9e7c-86c2d579dba0,5/16/2022,0.63,0.04
144fde1a-cd59-4d50-bb05-b7a7a1619ba6,5/16/2022,0.33,0.12
5e4b7f3c-d9f8-4eba-9738-26b25a70ccc1,5/16/2022,0.65,0.02
78f663f1-4360-4ef9-9f56-883bbeb5b8c9,5/16/2022,0.42,0.01
e52d0821-afb7-49d8-b5ad-ab6750877095,5/16/2022,0.71,0.03
0bdd3185-d66b-49bd-a2e4-09d329fa4f99,5/16/2022,0.51,0.04
93ddd865-e75c-4a11-8d67-028b69b43ce2,5/16/2022,0.38,0.05
04e74726-02e7-488c-acb1-cb2368fe439c,5/16/2022,0.78,0.07
f810980d-f9e5-433d-8d7b-6fd0b28ef69f,5/16/2022,0.18,0.01
cb0131da-2a95-4446-8202-150838492cf1,5/16/2022,0.49,0.05
a15cf4c0-1eeb-4ed6-b3dc-9bcda032811b,5/16/2022,0.94,0.04
dcd23a1e-f5c0-4157-bf95-372c357b9dbf,5/16/2022,0.63,0.09
62588413-4dad-4b90-93e4-819f63bdae67,5/16/2022,0.77,0.05
a47f18fb-8ecc-4ea9-9bed-74dc50e50959,5/16/2022,0.54,0.06
2381265f-c6b6-4eed-b612-05be3016ce84,5/16/2022,0.47,0.05
e5f6d686-c02b-4b04-b2f4-0a8de64f8bc7,5/16/2022,0.73,0.03
c596538a-c369-4e99-bc47-8619c87ba857,5/16/2022,0.66,0.03
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,5/16/2022,0.44,0.06
4d8aa9ad-1a8a-4890-883e-a366581e4297,5/16/2022,0.68,0.07
f461930b-f3b0-42a2-989d-21551dd730ad,5/16/2022,0.69,0.02
e568f1b6-230d-4f02-9a48-b3b1f6abe06c,5/16/2022,0.56,0.05
9dc18c52-52d1-492e-a951-961da5bd2c55,5/16/2022,0.97,0.01
bfd0d598-2c03-497b-b1a2-427085042c54,5/16/2022,0.8,0.03
0c09298b-4156-483c-b8ca-f7bff13693d3,5/16/2022,0.68,0.04
fed9343c-8330-415e-ac41-9882cfa6d0e1,5/16/2022,0.6,0.07
a20cd138-ffad-455d-a834-a6344531b3dc,5/16/2022,0.65,0.02
208e8401-5bae-45ec-aa3d-4f27c9d708af,5/16/2022,0.73,0.04
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,5/16/2022,0.82,0.16
98052e38-401e-4b48-a962-73f160b12dab,5/16/2022,0.67,0.07
64b1af9b-1e55-470d-85db-341ad457c1c9,5/16/2022,0.73,0
5d4648bc-0f23-4920-a379-1af360dcad0b,5/16/2022,0.51,0.01
6c2ca9f5-21f9-483d-b884-62f9712c3d30,5/16/2022,0.78,0.06
03e58d6e-0265-4b6f-9b81-2f272a8b2169,5/16/2022,0.79,0.03
7ea0bde7-40e4-4e95-b783-1e2baf776393,5/16/2022,0.8,0.03
9e24c0a8-9c80-458f-9582-b0c5205df7fb,5/16/2022,0.74,0.08
92679160-f742-4424-a6df-b6424ee49c81,5/16/2022,0.56,0.04
f9046c0a-d30b-4819-b042-8def806c7f47,5/16/2022,0.96,0.06
0c358067-f69e-4ace-864a-365d4a2edb35,5/16/2022,0.51,0.06
1922032d-26ad-469d-8747-75dc05d5c491,5/16/2022,0.41,0.04
1628d416-3002-4cec-8f38-1453b708e531,5/16/2022,0.69,0.02
1272b7dc-ff72-4ae0-a503-bcf9ebb72d92,5/16/2022,0.53,0.04
9210887c-3841-4e0b-b25e-448effb3a998,5/16/2022,0.92,0.09
f6664721-82f6-4be7-a36c-45414ac7590e,5/16/2022,0.89,0.05
72a84bb0-1e0c-41a7-bd05-36fb504d240a,5/16/2022,0.54,0.03
2fd50bf2-e158-4ea6-a6d4-12131d322374,5/16/2022,0.44,0.04
8bf41bcd-0a7a-4dd6-aabf-fd225cce5c30,5/16/2022,0.28,0.06
642190f4-6e94-464d-b722-af7053996efe,5/16/2022,0.89,0.06
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,5/16/2022,0.53,0.08
d2b3740f-58bb-47f7-b535-0238cab0e103,5/16/2022,0.74,0.07
99e0998d-8450-4e08-a69a-91fdbfb2881c,5/16/2022,0.52,0.03
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,5/16/2022,0.39,0.03
0c219f52-1435-4b21-994a-6a3bd25d974e,5/16/2022,0.44,0.04
d5b92e0a-b71d-4fe4-9590-c784e402246a,5/16/2022,0.63,0.03
38672f8a-80f5-4d99-8bc2-687bf3bbbc6c,5/16/2022,0.53,0.03
8b58fe38-1968-41e3-ae48-581e0bf98a2b,5/16/2022,0.49,0.03
e4849005-bd6f-4c44-bfb5-09c0a70c672c,5/16/2022,0.96,0.1
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,5/16/2022,0.58,0.02
1e2a43b1-10c7-4530-8582-9004904da430,5/16/2022,0.44,0.04
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,5/16/2022,0.71,0.04
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,5/16/2022,0.55,0.03
c7b56084-bcd6-4b3b-947a-06f91bc64f0f,5/16/2022,0.37,0.04
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,5/16/2022,0.68,0.03
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,5/16/2022,0.77,0.04
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,5/16/2022,0.58,0.06
34e8476d-0af3-4470-ac87-9889108f6e8f,5/16/2022,0.83,0.07
be275976-4a8e-40bf-8213-2c587daf70f1,5/16/2022,0.8,0
067be17a-38d3-4a03-89f6-8755902ded15,5/16/2022,0.45,0.03
39926f66-aa59-42b6-b0d4-3b3f74e9e6c1,5/16/2022,0.61,0.04
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,5/16/2022,0.42,0.01
7157814b-840d-4503-85aa-b5d9741222c0,5/16/2022,0.83,0.04
e9bb15c1-dbeb-45e4-b090-0136d3b34404,5/16/2022,0.82,0.01
7604dc69-5970-43cb-8dea-b83b8f2e0c6a,5/16/2022,0.8,0.1
45b9f293-e216-4c4f-882c-97d9c14aede3,5/16/2022,0.37,0.02
89642f6a-b855-41ff-8368-ca13e8627765,5/16/2022,0.54,0.06
12a5bc2f-f6e0-4f6e-970d-39a9886521db,5/16/2022,0.77,0.03
34d33c7e-2f23-48ef-a957-59ab8bd5eb1e,5/16/2022,0.47,0.02
7043246b-2b90-4673-ba40-920dc13eb064,5/16/2022,0.63,0.01
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,5/16/2022,0.64,0.04
39a93eed-1532-4233-bfcd-a5bb02e1f92c,5/16/2022,0.9,0.07
6792481e-d8ab-437f-bbf0-c3b65909cd6d,5/16/2022,0.87,0.08
cc955133-9e3a-4959-bc22-4eebe4236412,5/16/2022,0.91,0.04
7b0b6906-c20d-406c-8965-74bc802ace96,5/16/2022,0.22,0.04
ab0c2d68-737b-4b39-a2bd-a57068184096,5/16/2022,0.62,0.08
405d3aa0-9a4f-4078-9897-1aeb99a83d76,5/16/2022,0.73,0.12
f68b9f60-5b50-49d1-9617-a081765fd6ac,5/16/2022,0.66,0.04
42d1861f-7e1c-4d83-b912-84a7351870c4,5/16/2022,0.98,0
c311ff34-354f-4d84-9f1d-e1c3001f3de4,5/16/2022,0.71,0.04
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,5/16/2022,0.33,0.05
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,5/16/2022,0.64,0.05
5070b315-eba0-4478-bd47-2fc1318bec56,5/16/2022,0.89,0.04
cefa509f-c3db-4a0a-a591-436cda98f832,5/16/2022,0.98,0.03
d1326348-cea6-4e6b-bf82-b536959797ad,5/16/2022,0.79,0.02
0bd4c66a-edb4-4b46-b789-903fec02357b,5/16/2022,0.55,0.01
5dd17596-5fbf-45e0-83fc-03051c652f3e,5/16/2022,0.67,0.07
33e193cf-2ae5-4763-a586-7d90d15746ca,5/16/2022,0.56,0.03
c4328d0c-7df6-458b-9ee3-c355a0489473,5/16/2022,0.78,0.09
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,5/16/2022,0.54,0.03
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,5/16/2022,0.4,0.03
38892d97-929e-419b-8e77-28ead1e48ba9,5/16/2022,0.72,0.04
20d07bbf-55f4-433d-a223-0bfe23dc30f7,5/16/2022,0.81,0.07
b5d818d9-f75f-48d5-8bb2-092e8ced6624,5/16/2022,0.92,0.06
05b21f09-82bd-4700-b129-2924d9caa0c8,5/16/2022,0.62,0.06
f84bdc76-7326-42b3-a4b3-6039e18f7201,5/16/2022,0.95,0.17
615de540-b8f8-45fb-b747-d7c917290621,5/16/2022,0.8,0.06
315b1906-7c4a-4c88-ae96-5078475a0d1a,5/16/2022,0.27,0.02
10331f84-271a-4d04-87db-c1f06705b140,5/16/2022,0.58,0.06
cecb38c2-dce3-4913-9377-a64e343cf1b8,5/16/2022,0.39,0.05
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,5/16/2022,0.57,0.09
515790fe-a75c-4cb5-a771-f0f849ddc81d,5/16/2022,0.92,0.06
1354a97c-9818-44cf-a673-1b6695f5df45,5/16/2022,0.72,0.09
64923075-5efb-4956-9b69-3b888ad7678e,5/16/2022,0.53,0.05
323201ca-8674-4758-be32-7369a820c1c4,5/16/2022,0.67,0.05
0abee682-7cb7-4a49-97e0-a112d05f2dac,5/16/2022,0.56,0.1
f72ce798-c3cf-4edc-a498-14d50cdcea3f,5/16/2022,0.8,0.04
53a49fa2-8f9f-4db5-b366-8f82fb7642df,5/16/2022,0.7,0.06
f8acbfc6-dbf5-42ec-9ae2-64c90874d815,5/16/2022,0.64,0.07
9073aad1-5513-4b24-adeb-adeba7f2c3fc,5/16/2022,0.46,0.02
71ed57b7-5990-4be1-9e7c-86c2d579dba0,5/23/2022,0.7,0.05
144fde1a-cd59-4d50-bb05-b7a7a1619ba6,5/23/2022,0.42,0.13
78f663f1-4360-4ef9-9f56-883bbeb5b8c9,5/23/2022,0.42,0.02
0bdd3185-d66b-49bd-a2e4-09d329fa4f99,5/23/2022,0.63,0.06
93ddd865-e75c-4a11-8d67-028b69b43ce2,5/23/2022,0.45,0.06
f810980d-f9e5-433d-8d7b-6fd0b28ef69f,5/23/2022,0.17,0.01
cb0131da-2a95-4446-8202-150838492cf1,5/23/2022,0.46,0.09
7604dc69-5970-43cb-8dea-b83b8f2e0c6a,5/23/2022,0.76,0.02
a15cf4c0-1eeb-4ed6-b3dc-9bcda032811b,5/23/2022,0.93,0.06
68bd580b-4a47-461c-9b5c-6f03ff4c5588,5/23/2022,0.73,0.07
dcd23a1e-f5c0-4157-bf95-372c357b9dbf,5/23/2022,0.48,0.11
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,5/23/2022,0.26,0
a47f18fb-8ecc-4ea9-9bed-74dc50e50959,5/23/2022,0.46,0.04
2381265f-c6b6-4eed-b612-05be3016ce84,5/23/2022,0.47,0.07
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,5/23/2022,0.45,0.06
f6664721-82f6-4be7-a36c-45414ac7590e,5/23/2022,0.92,0.03
4d8aa9ad-1a8a-4890-883e-a366581e4297,5/23/2022,0.71,0.08
14761a49-b3fe-4037-946d-c6fb92592453,5/23/2022,0.97,0.05
2fd50bf2-e158-4ea6-a6d4-12131d322374,5/23/2022,0.37,0.02
622b18b7-3b97-43fa-adbd-1fc73ed9573e,5/23/2022,0.84,0.12
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,5/23/2022,0.71,0.09
60e24218-a9cd-4344-a79e-ddbc78345e34,5/23/2022,0.91,0.09
1c91b39f-dd34-4a88-90a2-88c75dd4c286,5/23/2022,0.57,0.04
361c6caa-dc5c-44da-aaa2-5c029103a71d,5/23/2022,0.68,0.07
98052e38-401e-4b48-a962-73f160b12dab,5/23/2022,0.77,0.1
c48d9352-5783-4c41-93b3-ab8a63b06c32,5/23/2022,0.39,0.04
6c2ca9f5-21f9-483d-b884-62f9712c3d30,5/23/2022,0.62,0.08
7aaa534b-c9e7-4179-88f8-7ff117e532e8,5/23/2022,0.89,0.12
27b43006-eaa1-4cab-9d4d-7d964ff20c01,5/23/2022,0.42,0.03
05b21f09-82bd-4700-b129-2924d9caa0c8,5/23/2022,0.66,0.09
f9046c0a-d30b-4819-b042-8def806c7f47,5/23/2022,0.84,0.12
e52d0821-afb7-49d8-b5ad-ab6750877095,5/23/2022,0.75,0.04
615de540-b8f8-45fb-b747-d7c917290621,5/23/2022,0.73,0.04
0c358067-f69e-4ace-864a-365d4a2edb35,5/23/2022,0.63,0.06
04e74726-02e7-488c-acb1-cb2368fe439c,5/23/2022,0.76,0.09
